,conection,lanes,Largo,/2023-03-29_07-30.png,/2023-03-30_08-30.png,/2023-03-31_09-30.png,/2023-04-02_06-45.png,/2023-04-03_08-00.png,/2023-04-04_16-45.png,/2023-04-05_17-45.png,/2023-04-06_18-45.png,/2023-04-07_21-15.png,/2023-04-08_22-45.png,/2023-04-10_01-45.png,/2023-04-11_02-45.png,/2023-04-12_07-45.png,/2023-04-13_08-45.png,/2023-04-14_14-45.png,/2023-04-16_09-15.png,/2023-04-17_10-30.png,/2023-04-18_12-30.png,/2023-04-22_14-00.png,/2023-04-23_15-45.png,/2023-04-24_16-45.png,/2023-04-25_18-15.png,/2023-04-26_19-15.png,/2023-05-02_11-00.png,/2023-05-05_16-00.png,/2023-05-10_04-45.png,/2023-05-11_05-45.png,/2023-05-23_14-30.png,/2023-05-25_05-15.png,/2023-05-31_16-30.png
845,"(924, 183)",1,10.845240081425779,191,63,63,31,127,255,191,191,63,127,63,0,127,63,63,127,191,127,127,127,191,191,191,127,191,0,31,191,0,191
846,"(183, 180)",1,7.988125719059309,0,63,63,63,31,63,31,106,63,84,127,0,31,63,63,95,84,31,31,31,127,106,63,127,31,0,63,84,0,63
847,"(180, 917)",1,8.54321541832746,95,63,84,63,63,84,84,169,84,127,0,0,63,63,63,191,105,42,84,42,169,148,106,169,63,0,0,148,0,84
848,"(917, 187)",1,8.287166880010501,191,127,127,0,127,127,191,191,127,127,0,0,127,63,127,0,63,63,191,63,127,127,191,127,127,0,0,191,0,127
849,"(998, 937)",1,10.389349590209726,42,0,63,0,0,105,0,42,0,0,0,0,0,105,0,63,63,42,0,0,63,63,84,0,63,0,0,0,0,84
850,"(937, 1003)",1,12.401039644983138,63,31,95,0,31,95,31,63,31,42,0,0,31,84,31,63,63,63,31,31,95,95,63,31,95,0,0,31,0,63
851,"(1003, 936)",1,12.480444329305161,31,63,84,0,63,42,63,84,63,63,0,0,63,63,63,63,63,84,63,63,84,63,42,63,84,0,0,63,0,63
852,"(936, 935)",1,11.909174973744053,63,0,127,0,0,63,0,127,0,63,0,0,0,63,0,63,63,127,0,0,127,63,63,0,127,0,0,0,0,63
853,"(928, 927)",1,12.209219520077905,84,63,63,0,63,63,84,63,63,63,0,0,63,63,63,63,63,63,84,63,63,63,63,84,63,0,0,105,0,105
854,"(927, 926)",1,12.209219520077927,127,63,63,0,63,63,127,63,63,63,0,0,63,63,63,63,63,63,127,63,63,63,63,127,63,0,0,63,0,63
855,"(926, 925)",1,12.342297553718241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,"(925, 924)",1,11.065336081850011,127,42,42,0,63,170,84,106,42,63,0,0,63,42,42,63,84,84,63,63,127,127,106,63,148,0,0,106,0,106
857,"(896, 895)",2,8.529555410911334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,"(895, 894)",2,9.416427888915727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,"(894, 188)",2,9.550770334679468,0,95,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
860,"(188, 189)",2,8.284132232205824,63,63,63,0,95,63,63,0,0,0,0,0,95,95,63,0,0,63,0,63,95,95,0,0,0,0,0,63,0,0
861,"(189, 190)",2,3.7190623849655005,127,127,127,42,191,127,127,31,31,42,0,0,191,191,127,42,63,127,31,127,191,191,31,63,63,0,0,127,0,106
862,"(190, 191)",2,4.617532421851911,127,127,95,63,159,127,127,0,0,63,0,0,159,169,127,63,0,127,0,127,159,159,0,127,127,0,0,127,0,127
863,"(191, 192)",2,5.278418740484605,63,127,84,31,148,127,127,31,31,31,0,0,148,148,63,31,63,63,0,63,148,148,31,63,127,0,0,63,0,127
864,"(192, 193)",2,2.2097463930576238,127,127,127,63,191,127,127,63,63,63,0,0,191,191,127,63,127,127,63,127,191,191,63,127,127,0,0,127,0,127
865,"(193, 188)",2,6.501353517162579,127,127,127,63,191,127,127,0,0,63,0,0,191,191,127,63,0,127,0,127,191,191,0,127,127,0,0,127,0,127
866,"(193, 908)",2,8.940064087013061,95,127,95,63,191,95,127,31,31,63,0,0,127,127,127,63,0,127,31,95,191,191,0,127,95,0,0,127,0,127
867,"(908, 893)",2,8.181103980052939,63,31,63,63,63,63,63,63,63,63,0,0,63,63,31,63,31,31,63,63,63,63,63,31,63,0,0,31,0,31
868,"(893, 892)",2,10.708774830505394,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
869,"(189, 193)",2,10.641264341229538,127,127,127,31,191,127,127,0,0,31,0,0,191,191,127,31,0,127,0,127,191,191,0,63,63,0,0,127,0,63
870,"(905, 906)",2,9.53930057484818,63,63,42,42,63,63,42,42,42,42,0,0,42,42,63,42,63,42,42,42,42,63,42,42,63,0,0,63,0,42
871,"(906, 907)",2,9.030630855010935,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,84,63,63,63,63,127,63,63,63,0,0,63,0,63
872,"(907, 192)",2,8.858886008429465,95,95,95,63,95,95,95,63,63,63,0,0,127,127,63,63,127,95,0,95,127,95,63,63,95,0,0,63,0,95
873,"(191, 898)",2,10.436329567433377,42,84,63,42,84,84,84,84,42,42,42,0,84,84,42,42,42,42,42,42,84,84,42,42,84,0,42,42,0,84
874,"(898, 899)",2,9.919990860063278,63,63,95,63,63,95,63,127,63,63,63,0,63,63,63,63,63,95,63,63,95,63,63,63,63,0,63,63,0,95
875,"(899, 900)",2,9.291930526914317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,"(900, 901)",2,9.414710032860363,31,31,31,31,31,63,31,63,31,31,31,0,31,31,31,31,63,31,31,31,63,63,31,63,63,0,31,63,0,63
877,"(683, 684)",2,16.10449957574592,223,95,63,63,63,95,95,159,63,63,63,63,63,63,127,95,63,95,95,95,127,127,63,63,127,63,95,95,63,95
878,"(684, 685)",2,12.096276515937701,42,42,42,42,42,42,42,84,84,42,42,42,42,42,42,42,84,42,42,42,42,42,42,42,42,42,42,42,42,42
879,"(685, 116)",2,11.521146970644578,63,63,63,63,63,63,63,84,84,63,63,63,63,63,63,63,84,63,63,63,63,63,63,63,63,63,63,63,63,63
880,"(116, 696)",2,12.425362616802941,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
881,"(696, 124)",2,12.447215407133895,105,105,105,105,105,105,105,105,105,63,63,63,63,105,105,105,105,105,105,105,105,105,105,105,148,63,63,105,63,105
882,"(124, 694)",2,9.21807439962028,127,127,105,105,105,127,127,105,105,63,84,63,63,105,148,105,105,105,127,105,105,105,148,105,169,84,63,148,84,127
883,"(694, 698)",2,10.433903916593414,127,127,63,63,63,127,127,63,63,63,127,63,63,63,191,63,63,63,127,63,63,63,191,63,127,127,63,191,127,127
884,"(698, 699)",2,10.71265871865723,42,42,42,42,42,42,31,42,42,42,84,0,42,42,42,42,42,42,31,42,42,42,31,42,42,127,42,127,84,84
885,"(699, 700)",2,10.802005164397107,127,127,63,63,127,127,31,63,63,63,95,0,63,63,95,63,95,63,31,63,63,63,31,63,159,0,63,159,95,95
886,"(703, 702)",2,11.754130581866995,63,63,127,63,63,63,63,127,63,63,63,63,63,63,63,63,63,127,63,63,127,63,63,127,127,0,63,63,0,63
887,"(702, 695)",2,10.202909888451954,63,63,127,63,105,105,105,127,63,63,63,63,63,63,63,63,63,84,63,63,127,63,63,84,127,42,105,105,42,105
888,"(695, 125)",2,9.176815071412689,63,63,127,63,127,127,127,127,63,63,63,63,63,63,63,63,63,63,63,63,127,63,63,63,127,63,127,127,63,127
889,"(125, 697)",2,12.127443640148831,105,63,84,63,84,84,84,84,63,63,63,63,63,63,63,63,63,63,63,63,84,63,63,63,84,63,84,84,63,84
890,"(697, 117)",2,13.255561705571354,169,63,63,63,63,63,63,105,63,63,63,105,63,63,63,63,63,63,63,63,63,63,63,63,105,105,63,63,63,63
891,"(117, 689)",2,12.49909965888523,159,63,95,63,127,95,127,191,63,95,63,127,63,95,63,63,63,63,127,95,127,95,95,63,127,95,63,127,63,127
892,"(689, 688)",2,12.358651734126195,0,0,0,0,0,0,95,0,0,63,0,127,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
893,"(688, 687)",2,14.173417409500468,31,0,31,0,31,0,191,0,0,127,0,42,0,42,0,0,0,0,191,31,0,0,31,0,0,0,0,31,0,0
894,"(117, 116)",1,4.111279610585696,127,63,63,63,63,63,63,95,63,63,63,95,63,63,63,63,63,63,63,63,63,63,63,63,95,95,63,63,63,63
895,"(116, 691)",1,11.315100159517069,63,63,63,63,63,95,63,95,63,63,63,63,63,95,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
896,"(691, 690)",1,10.201902857246168,63,63,63,63,63,127,63,127,63,63,0,0,63,127,63,63,63,63,63,63,63,63,63,63,63,0,63,63,0,63
897,"(690, 656)",1,9.249623716255078,31,31,31,31,31,31,31,31,31,31,0,0,31,31,31,63,63,31,31,31,31,31,31,63,31,0,0,31,0,31
898,"(656, 655)",1,11.040729985629364,63,63,63,63,63,63,63,63,63,63,31,0,63,63,63,127,127,63,63,63,63,63,63,127,63,0,0,63,63,63
899,"(655, 654)",1,10.620480601972679,63,42,42,42,63,63,42,63,42,63,42,0,42,42,42,63,42,63,42,42,42,42,42,84,42,0,0,42,105,42
900,"(654, 653)",1,10.30262271671997,148,63,63,63,63,127,63,84,63,105,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
901,"(653, 652)",1,9.882286295824235,191,63,63,63,63,127,63,127,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
902,"(652, 651)",1,10.309054486808426,212,63,63,63,105,148,84,148,63,63,63,0,63,63,63,63,63,63,63,63,84,106,63,63,84,0,0,63,63,84
903,"(651, 119)",1,8.729570848378964,255,63,127,63,191,191,191,191,63,63,63,0,127,63,63,63,63,63,63,63,191,255,63,63,191,0,0,127,63,191
904,"(119, 118)",1,3.6802433285431615,255,0,127,63,191,191,191,191,63,0,0,0,0,0,0,0,0,0,0,63,191,255,0,0,191,0,0,127,63,191
905,"(120, 121)",1,3.99959097685977,95,95,31,63,95,95,63,95,63,31,0,0,31,0,95,31,31,63,95,31,95,63,63,31,127,0,0,0,0,0
906,"(121, 657)",1,8.201034160106639,127,159,63,95,127,127,95,127,95,63,31,31,63,63,127,63,63,95,127,63,127,95,95,63,159,31,31,63,31,31
907,"(657, 658)",1,11.036726820165779,63,127,63,63,63,63,63,63,63,63,63,63,63,127,63,63,63,63,63,63,63,63,63,63,63,63,63,127,63,63
908,"(658, 659)",1,10.410361309121026,63,95,63,63,63,63,95,63,63,63,63,63,63,95,63,63,63,95,63,63,63,63,63,63,63,63,63,95,63,95
909,"(659, 660)",1,10.933140505055883,95,63,63,63,63,63,127,63,63,63,63,63,63,63,63,63,63,127,63,63,63,63,63,63,63,63,63,63,63,95
910,"(660, 661)",1,9.990134656920112,42,63,42,42,63,42,42,63,42,42,42,31,42,42,42,63,42,63,42,42,42,63,63,42,42,63,31,31,63,42
911,"(661, 662)",1,9.775508388732431,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,84,63,84,63,63,63,63,84,63,63,63,63,105,63,63
912,"(662, 122)",1,8.934706229855895,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,84,63,63
913,"(122, 123)",1,4.419492786115576,84,84,84,63,127,95,105,95,63,63,63,0,105,63,84,63,63,63,84,31,84,105,84,63,63,63,0,84,63,105
914,"(123, 692)",1,9.146258763862418,84,105,84,63,191,127,105,127,63,84,63,0,105,84,84,63,84,84,84,63,84,148,84,63,84,0,0,105,0,105
915,"(692, 693)",1,9.25229871606881,63,63,63,63,63,127,63,63,63,127,63,0,63,127,63,63,127,127,63,63,63,63,63,63,63,42,0,127,0,63
916,"(693, 124)",1,8.487668304085838,95,95,95,95,95,127,95,95,95,95,63,31,63,127,95,95,127,127,95,95,95,95,95,95,127,63,31,127,31,95
917,"(124, 125)",1,4.419492786115481,95,95,127,95,127,127,127,127,95,63,63,63,63,95,95,95,95,95,95,95,127,95,95,95,159,63,95,127,63,127
918,"(122, 707)",1,10.512793663779577,63,63,63,63,0,0,63,0,63,63,63,0,63,63,63,63,63,63,63,0,63,63,63,63,0,63,0,63,63,63
919,"(707, 709)",1,11.149263015292272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,"(709, 711)",1,11.246931300191632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,"(711, 713)",1,10.729146083116639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,"(713, 130)",1,11.035725801904272,0,31,31,0,0,0,0,0,31,31,0,0,0,95,0,31,0,0,31,31,0,31,0,63,0,0,0,0,0,0
923,"(130, 131)",1,4.132720588381864,0,95,95,31,63,0,0,0,63,63,0,0,0,0,0,63,63,0,63,63,0,63,0,127,0,0,0,0,0,0
924,"(131, 747)",1,7.803436549841871,84,84,84,63,127,84,42,42,63,63,0,0,42,42,84,63,84,84,63,63,84,63,84,84,84,0,0,84,0,84
925,"(747, 748)",1,8.934706229855895,127,63,63,63,127,127,63,63,63,63,0,0,63,63,127,63,63,127,63,63,127,63,127,63,127,0,0,127,0,127
926,"(750, 132)",1,8.201034160106637,84,95,63,42,42,63,63,95,42,42,31,0,63,42,63,42,84,63,42,42,63,63,63,42,63,0,0,95,0,95
927,"(132, 133)",1,3.99959097685977,127,42,95,63,63,31,31,63,63,63,31,0,127,63,31,63,95,95,63,63,63,31,31,84,31,0,0,31,0,42
928,"(133, 712)",1,11.117509976757118,127,63,63,31,63,63,63,95,63,63,31,63,127,63,63,63,63,63,63,63,95,63,95,127,95,0,31,63,0,95
929,"(712, 710)",1,10.30262271671989,127,95,63,63,95,63,63,63,63,63,63,127,127,63,63,63,63,63,63,63,63,63,127,127,127,0,63,95,0,127
930,"(710, 708)",1,11.801967084827123,148,105,63,63,84,63,63,63,63,63,63,0,105,63,63,63,63,63,63,63,84,63,105,127,105,0,0,105,0,127
931,"(708, 706)",1,10.933140505055844,159,95,95,63,127,127,127,127,63,63,63,0,127,63,95,63,63,63,95,63,127,95,95,95,95,0,0,95,0,159
932,"(706, 123)",1,10.512793663779576,63,63,63,31,127,95,95,95,31,31,31,0,95,31,63,31,31,31,63,31,63,95,63,31,63,0,0,63,0,95
933,"(935, 177)",1,9.852804845224579,63,31,84,0,31,105,31,127,31,105,0,0,31,63,31,63,63,84,31,31,84,63,105,31,84,0,0,31,0,63
934,"(177, 178)",1,4.707355016430201,63,63,63,0,63,127,63,127,63,127,0,0,63,63,63,63,63,63,63,63,63,63,127,63,63,0,0,63,0,63
